transaction_id,amount,hour,day_of_week,merchant_category,transaction_type,location_risk,previous_transactions,avg_transaction_amount,is_international,is_fraud
TXN002758,265.03,17,6,Luxury,POS,Medium,6,84.9,0,0
TXN002759,147.61,9,4,Grocery,Online,Low,6,73.62,0,0
TXN002760,7.71,17,6,Fuel,POS,Medium,5,175.12,0,0
TXN002761,19.12,13,3,Grocery,Online,Low,6,82.11,0,0
TXN002762,0.94,9,6,Electronics,POS,Low,5,187.59,0,0
TXN002763,119.61,6,1,Grocery,Contactless,Medium,2,105.24,0,0
TXN002764,71.23,6,0,Travel,POS,Medium,3,50.54,0,0
TXN002765,17.3,6,0,Online,Online,Medium,9,108.83,0,0
TXN002766,380.22,4,6,Grocery,POS,Low,5,127.44,1,0
TXN002767,90.52,0,2,Electronics,POS,Low,5,77.45,0,0
TXN002768,33.23,13,5,Grocery,POS,Low,4,128.91,0,0
TXN002769,83.32,17,4,Online,Contactless,Medium,5,35.85,0,0
TXN002770,136.59,12,0,Grocery,POS,Low,5,75.44,0,0
TXN002771,9.52,7,6,Restaurant,POS,Medium,4,128.41,0,0
TXN002772,38.54,7,4,Online,POS,Low,4,152.13,0,0
TXN002773,197.39,9,2,Grocery,Online,Low,7,94.72,1,0
TXN002774,73.87,16,3,Restaurant,POS,Low,8,100.77,0,0
TXN002775,94.91,5,5,Grocery,ATM,Low,3,126.63,0,0
TXN002776,68.05,14,2,Luxury,Online,Low,2,114.01,0,0
TXN002777,5.39,14,1,Electronics,Online,Medium,1,114.69,0,0
TXN002778,21.75,15,3,Online,POS,Low,10,115.58,0,0
TXN002779,70.77,7,3,Online,Online,Low,2,94.04,0,0
TXN002780,28.16,18,3,Travel,POS,High,5,103.24,0,0
TXN002781,6.15,19,2,Fuel,POS,Low,1,157.45,0,0
TXN002782,222.68,14,1,Travel,POS,Low,7,77.1,0,0
TXN002783,476.82,2,5,Grocery,Online,Medium,5,122.45,0,0
TXN002784,189.09,5,4,Electronics,POS,Medium,6,54.91,0,0
TXN002785,230.72,7,2,Grocery,POS,Medium,4,84.59,0,0
TXN002786,33.25,15,0,Restaurant,Online,Medium,5,38.4,1,0
TXN002787,388.16,14,0,Travel,POS,Low,3,82.74,0,0
TXN002788,26.32,12,2,Online,Online,Low,4,29.44,0,0
TXN002789,362.97,19,4,Restaurant,Online,Medium,6,97.67,0,0
TXN002790,631.54,14,0,Travel,POS,Medium,3,145.18,0,0
TXN002791,149.26,17,4,Online,POS,Low,4,68.63,0,0
TXN002792,476.51,12,3,Online,POS,Medium,4,176.6,1,0
TXN002793,101.15,23,2,Fuel,Online,Medium,3,69.86,0,0
TXN002794,36.06,7,3,Grocery,Contactless,Low,6,102.84,0,0
TXN002795,68.94,13,0,Fuel,POS,High,4,123.65,0,0
TXN002796,108.04,10,4,Restaurant,Online,Low,5,116.79,1,0
TXN002797,9.11,5,3,Restaurant,Online,Low,6,103.38,0,0
TXN002798,116.85,23,0,Online,ATM,Low,4,69.64,0,0
TXN002799,476.73,0,6,Online,Online,Medium,4,53.14,0,0
TXN002800,25.3,1,1,Electronics,POS,Low,8,48.93,0,0
TXN002801,188.77,12,3,Grocery,POS,Medium,2,114.99,0,0
TXN002802,286.18,0,1,Grocery,Contactless,Medium,6,127.92,0,0
TXN002803,345.25,23,1,Grocery,Online,Low,5,99.05,0,0
TXN002804,386.67,23,5,Electronics,POS,High,5,124.27,0,0
TXN002805,88.44,3,0,Online,POS,Medium,7,72.39,0,0
TXN002806,454.29,23,2,Fuel,POS,Low,6,107.87,0,0
TXN002807,169.92,22,4,Restaurant,Contactless,Low,4,96.55,0,0
TXN002808,21.16,1,6,Grocery,Online,Low,6,111.99,1,0
TXN002809,77.76,20,0,Fuel,Online,Low,8,178.63,0,0
TXN002810,152.04,19,5,Online,POS,Medium,3,162.26,0,0
TXN002811,34.1,15,5,Travel,POS,Medium,3,157.48,0,0
TXN002812,122.8,2,6,Grocery,POS,Low,9,90.79,0,0
TXN002813,131.81,16,3,Online,Online,Medium,6,42.17,0,0
TXN002814,21.31,4,4,Electronics,POS,Low,6,117.38,0,0
TXN002815,99.91,7,5,Restaurant,POS,Low,3,115.27,1,0
TXN002816,177.21,11,2,Grocery,POS,Medium,6,94.78,0,0
TXN002817,82.91,22,0,Restaurant,Online,Low,7,85.32,1,1
TXN002818,1.46,11,2,Grocery,POS,Low,1,36.53,0,0
TXN002819,1.09,0,3,Restaurant,Online,Medium,1,97.25,0,0
TXN002820,53.0,0,0,Restaurant,ATM,Low,1,68.93,0,0
TXN002821,312.76,14,3,Grocery,POS,High,5,81.5,0,0
TXN002822,31.16,16,4,Online,POS,Low,3,41.54,0,0
TXN002823,120.73,1,4,Grocery,Contactless,Low,1,91.61,1,0
TXN002824,30.14,16,2,Online,Online,Low,5,96.42,0,0
TXN002825,46.57,19,2,Electronics,ATM,Low,11,107.42,0,0
TXN002826,226.1,8,4,Restaurant,POS,Medium,5,30.62,0,0
TXN002827,156.62,11,1,Restaurant,Contactless,Low,9,108.82,0,0
TXN002828,12.03,3,4,Grocery,POS,Low,6,70.82,0,1
TXN002829,67.18,12,6,Electronics,Contactless,Medium,6,62.79,1,0
TXN002830,3.55,3,0,Fuel,Contactless,Low,3,161.34,0,0
TXN002831,78.68,6,6,Luxury,Online,Medium,2,155.85,0,0
TXN002832,130.32,13,3,Online,Online,High,6,129.89,0,0
TXN002833,15.14,8,4,Grocery,ATM,Low,5,90.07,0,0
TXN002834,40.91,22,4,Electronics,POS,Medium,5,158.25,0,0
TXN002835,60.87,0,5,Restaurant,Online,Medium,7,135.86,1,0
TXN002836,302.39,0,3,Fuel,Contactless,Medium,6,128.55,0,0
TXN002837,599.87,19,5,Online,POS,Low,6,96.05,0,0
TXN002838,5.51,3,3,Grocery,Contactless,Medium,4,129.88,0,0
TXN002839,171.76,0,6,Fuel,Online,Low,5,108.57,1,0
TXN002840,55.77,21,0,Restaurant,ATM,Low,3,51.57,1,0
TXN002841,59.8,9,3,Grocery,POS,Low,3,160.51,1,0
TXN002842,168.42,1,2,Restaurant,POS,Low,9,95.04,0,0
TXN002843,300.75,20,4,Grocery,Contactless,Medium,6,64.46,1,0
TXN002844,361.74,23,3,Fuel,POS,Low,7,137.92,1,0
TXN002845,103.28,14,0,Restaurant,Online,Medium,6,106.77,0,0
TXN002846,53.02,2,3,Electronics,ATM,Low,6,63.79,0,1
TXN002847,185.89,22,4,Grocery,POS,Low,6,103.44,1,0
TXN002848,34.68,8,1,Online,Online,High,4,181.41,0,0
TXN002849,99.63,16,3,Online,POS,Low,5,147.25,0,0
TXN002850,53.29,20,2,Online,Online,Low,7,131.4,0,0
TXN002851,128.27,12,4,Online,POS,Low,4,105.33,0,0
TXN002852,33.0,2,0,Grocery,Online,Low,6,10.0,0,0
TXN002853,25.52,3,6,Grocery,Contactless,Low,8,153.09,0,0
TXN002854,300.47,3,6,Grocery,POS,Medium,4,161.56,0,0
TXN002855,12.88,10,4,Online,Online,Low,3,32.94,0,0
TXN002856,84.62,6,5,Travel,Online,Medium,5,96.0,1,0
TXN002857,29.95,10,1,Restaurant,POS,Low,7,61.24,0,0
TXN002858,4.76,23,0,Online,Online,Low,2,162.86,1,0
TXN002859,4.4,10,1,Restaurant,Contactless,Medium,3,163.01,0,0
TXN002860,23.12,9,6,Grocery,Contactless,Low,4,10.0,0,0
TXN002861,241.88,4,1,Grocery,POS,High,10,182.63,0,0
TXN002862,39.83,12,2,Grocery,Online,Medium,7,83.61,1,0
TXN002863,360.59,11,6,Electronics,Online,Low,6,23.95,0,0
TXN002864,104.56,9,3,Electronics,Contactless,Low,1,105.39,1,0
TXN002865,68.85,6,2,Travel,POS,Low,7,108.57,0,0
TXN002866,104.13,18,2,Grocery,ATM,Low,4,79.06,0,0
TXN002867,87.25,18,5,Restaurant,Contactless,Low,3,141.93,0,0
TXN002868,170.64,18,2,Fuel,Contactless,High,2,81.81,0,0
TXN002869,39.84,11,0,Online,Online,Low,5,48.93,0,0
TXN002870,52.26,19,3,Travel,POS,Low,2,176.35,0,0
TXN002871,269.42,21,3,Online,Online,Medium,6,76.99,1,0
TXN002872,351.27,14,6,Electronics,POS,Low,3,125.4,1,0
TXN002873,267.7,4,0,Grocery,Online,Low,10,97.8,0,0
TXN002874,65.25,23,2,Fuel,Online,Low,4,126.04,0,0
TXN002875,181.89,13,2,Grocery,POS,Low,4,81.95,0,0
TXN002876,77.63,11,1,Fuel,POS,Low,3,124.75,0,0
TXN002877,82.59,20,6,Electronics,POS,Low,3,104.37,0,0
TXN002878,27.48,10,6,Fuel,POS,Medium,5,138.34,0,0
TXN002879,107.32,4,1,Online,Online,Low,2,127.25,0,0
TXN002880,24.72,15,5,Electronics,POS,Medium,5,38.96,0,0
TXN002881,48.34,17,4,Online,ATM,Low,5,91.76,0,0
TXN002882,231.75,11,1,Grocery,Online,Low,5,74.94,0,0
TXN002883,27.84,4,3,Grocery,ATM,Low,1,184.94,0,1
TXN002884,8.86,15,0,Fuel,POS,Low,11,194.89,0,0
TXN002885,8.58,11,2,Luxury,ATM,Low,6,80.96,0,0
TXN002886,339.19,22,4,Travel,Contactless,Low,5,104.75,0,0
TXN002887,84.85,1,1,Restaurant,POS,Low,4,88.83,0,0
TXN002888,63.2,5,6,Electronics,POS,Medium,2,107.32,0,0
TXN002889,199.84,22,4,Grocery,Online,High,8,102.99,0,0
TXN002890,216.82,20,0,Grocery,Online,Low,7,127.54,0,1
TXN002891,48.45,3,0,Electronics,POS,High,2,117.09,0,0
TXN002892,141.95,12,6,Online,Contactless,Low,4,156.87,0,0
TXN002893,176.95,9,4,Online,Online,Low,10,157.1,0,0
TXN002894,127.58,16,4,Grocery,ATM,Low,6,51.69,1,0
TXN002895,19.73,13,5,Restaurant,POS,Low,6,120.31,0,0
TXN002896,250.38,23,4,Restaurant,POS,Low,4,89.46,0,0
TXN002897,92.95,14,2,Grocery,POS,High,10,75.72,1,0
TXN002898,39.83,7,3,Electronics,POS,Low,5,151.57,0,0
TXN002899,66.45,22,1,Fuel,Contactless,Low,4,117.52,0,0
TXN002900,4.6,23,6,Restaurant,Online,Low,2,64.02,0,0
TXN002901,16.42,17,1,Electronics,ATM,Low,2,61.0,1,0
TXN002902,174.06,2,1,Online,Contactless,Medium,7,137.77,0,0
TXN002903,0.0,16,4,Fuel,POS,Low,5,88.21,0,0
TXN002904,64.66,23,6,Grocery,POS,Low,4,136.57,0,0
TXN002905,88.71,23,4,Electronics,Contactless,Medium,4,82.71,0,0
TXN002906,6.74,6,5,Travel,Online,Low,2,151.38,1,0
TXN002907,433.78,12,4,Restaurant,Online,Low,1,124.29,0,0
TXN002908,30.76,15,5,Travel,Online,Medium,3,118.92,0,0
TXN002909,43.52,4,5,Electronics,ATM,Low,6,109.8,0,0
TXN002910,43.48,3,2,Electronics,Online,Medium,6,49.39,0,0
TXN002911,31.43,9,2,Electronics,ATM,Low,5,62.85,0,0
TXN002912,0.18,12,2,Grocery,Contactless,Low,6,117.76,0,0
TXN002913,156.83,9,2,Restaurant,Online,Low,7,115.12,0,0
TXN002914,408.79,13,0,Electronics,Online,Medium,6,61.0,0,0
TXN002915,30.48,21,2,Electronics,POS,Low,8,99.8,0,0
TXN002916,130.54,11,2,Electronics,POS,High,7,119.56,0,0
TXN002917,162.53,0,2,Fuel,Online,Low,10,91.97,0,0
TXN002918,226.4,20,5,Travel,POS,Medium,9,105.98,0,0
TXN002919,65.91,19,1,Luxury,Contactless,Medium,3,60.29,0,0
TXN002920,43.3,19,6,Travel,Online,Low,3,82.92,0,0
TXN002921,47.22,6,1,Restaurant,Contactless,Low,4,107.13,0,0
TXN002922,149.63,8,1,Electronics,POS,Medium,3,102.9,0,0
TXN002923,203.65,7,3,Travel,Contactless,Low,4,51.57,0,0
TXN002924,24.05,12,0,Grocery,Online,Low,5,56.59,0,0
TXN002925,55.62,13,5,Travel,ATM,Low,6,62.68,0,0
TXN002926,278.66,11,4,Travel,POS,Low,3,94.06,0,0
TXN002927,197.22,7,5,Restaurant,Online,Low,4,109.76,0,0
TXN002928,502.84,20,2,Grocery,Online,Low,4,106.14,0,0
TXN002929,168.41,21,1,Online,POS,Low,4,90.2,0,0
TXN002930,59.95,17,5,Travel,POS,Low,7,71.37,0,0
TXN002931,107.18,15,0,Travel,Contactless,Medium,2,60.69,1,0
TXN002932,129.82,10,2,Grocery,POS,Low,3,124.1,0,0
TXN002933,9.8,15,3,Electronics,POS,Low,2,134.52,1,0
TXN002934,94.36,13,4,Grocery,POS,Low,7,151.19,0,0
TXN002935,148.26,2,2,Electronics,Contactless,Low,6,102.94,1,0
TXN002936,21.97,20,6,Restaurant,Online,Medium,8,123.81,0,0
TXN002937,182.04,1,4,Online,POS,Low,8,145.14,0,0
TXN002938,105.18,2,5,Electronics,Online,High,2,10.0,0,1
TXN002939,364.94,3,2,Restaurant,ATM,Low,8,117.87,0,0
TXN002940,5.2,21,3,Grocery,POS,Low,4,103.84,0,0
TXN002941,37.0,4,5,Electronics,POS,Medium,5,104.97,0,0
TXN002942,110.42,9,0,Online,POS,Low,4,74.29,0,0
TXN002943,42.21,19,4,Travel,Online,Low,2,120.43,1,1
TXN002944,150.39,1,4,Fuel,Online,Low,9,100.36,0,0
TXN002945,170.76,11,0,Electronics,Online,Low,4,115.92,0,1
TXN002946,12.98,4,6,Electronics,Online,Low,3,112.12,0,0
TXN002947,86.55,4,4,Grocery,POS,Low,2,100.14,0,0
TXN002948,85.33,22,5,Electronics,POS,Low,6,165.6,0,0
TXN002949,55.31,0,1,Grocery,POS,Medium,3,56.1,0,0
TXN002950,324.23,3,6,Travel,POS,Medium,5,45.64,0,0
TXN002951,210.89,20,0,Grocery,POS,High,6,70.97,0,0
TXN002952,143.37,23,3,Grocery,Online,Low,7,110.87,0,0
TXN002953,150.35,11,6,Restaurant,POS,Low,6,130.1,0,0
TXN002954,74.32,11,2,Online,ATM,Low,3,52.24,0,0
TXN002955,304.59,15,2,Online,Online,Medium,7,138.4,0,0
TXN002956,142.33,23,0,Luxury,POS,Low,6,72.99,0,0
TXN002957,156.67,16,1,Grocery,Online,Low,7,101.07,0,0
TXN002958,237.39,20,5,Electronics,Online,Low,7,169.26,1,0
TXN002959,38.44,9,3,Online,Contactless,Low,5,79.42,0,0
TXN002960,197.45,16,2,Online,ATM,Medium,2,117.54,1,0
TXN002961,26.07,16,2,Restaurant,Online,Medium,3,79.09,1,0
TXN002962,50.84,17,5,Electronics,Online,High,4,122.09,0,0
TXN002963,49.07,1,1,Grocery,POS,Low,3,145.12,1,0
TXN002964,460.91,3,4,Online,Online,Low,9,143.42,0,0
TXN002965,233.0,18,6,Grocery,Contactless,Low,6,136.16,0,0
TXN002966,144.95,10,0,Restaurant,Online,Low,5,188.94,0,0
TXN002967,155.82,16,1,Online,POS,High,3,113.71,0,0
TXN002968,99.08,11,1,Restaurant,Online,Low,3,131.22,0,0
TXN002969,352.7,1,1,Electronics,Contactless,Medium,5,147.33,0,0
TXN002970,82.28,5,1,Electronics,POS,High,7,75.64,0,1
TXN002971,57.46,8,4,Grocery,Online,Low,2,74.88,0,1
TXN002972,21.36,4,5,Restaurant,POS,Low,7,53.91,0,0
TXN002973,185.13,19,3,Fuel,POS,Low,2,89.4,0,0
TXN002974,159.11,20,6,Grocery,POS,Low,6,122.51,0,0
TXN002975,58.21,8,1,Grocery,POS,Low,1,106.04,1,0
TXN002976,3.06,22,6,Grocery,POS,Low,2,147.22,0,0
TXN002977,219.16,7,1,Online,Online,Low,3,123.05,0,0
TXN002978,1.38,19,0,Luxury,Online,Low,11,10.0,0,0
TXN002979,145.97,7,2,Electronics,POS,Medium,2,89.4,0,0
TXN002980,421.82,21,4,Online,Contactless,Low,9,174.96,0,0
TXN002981,69.08,20,1,Restaurant,POS,Low,2,10.0,0,0
TXN002982,32.14,22,3,Travel,Online,Low,5,56.68,0,0
TXN002983,146.44,5,3,Restaurant,POS,Low,5,76.25,0,0
TXN002984,203.88,2,3,Travel,POS,High,4,126.08,0,0
TXN002985,94.87,4,0,Grocery,Online,High,3,172.66,0,0
TXN002986,409.48,8,3,Restaurant,Online,Low,3,149.52,0,0
TXN002987,6.37,6,5,Luxury,ATM,Low,6,82.39,0,0
TXN002988,84.33,3,0,Grocery,ATM,Low,3,82.29,0,0
TXN002989,152.1,6,4,Grocery,Online,Low,5,64.26,0,1
TXN002990,238.22,4,3,Grocery,POS,Medium,4,130.06,0,0
TXN002991,23.71,10,2,Electronics,Online,Medium,8,67.45,0,0
TXN002992,193.13,14,1,Grocery,Online,High,3,66.88,0,0
TXN002993,96.54,1,4,Restaurant,POS,Medium,5,145.17,0,1
TXN002994,60.61,12,5,Electronics,POS,Low,4,150.67,0,0
TXN002995,16.95,21,2,Grocery,POS,Low,3,98.39,0,0
TXN002996,240.56,15,4,Online,POS,Low,5,123.79,0,0
TXN002997,20.53,6,5,Restaurant,Online,Low,4,85.24,0,0
TXN002998,44.49,7,3,Grocery,ATM,Low,7,43.74,0,0
TXN002999,41.11,5,4,Electronics,Online,Low,7,44.0,0,0
TXN003000,246.14,23,4,Travel,Contactless,Low,6,104.17,0,0
TXN003001,134.03,6,4,Travel,POS,Low,6,88.21,0,0
TXN003002,191.16,17,0,Grocery,POS,Low,6,107.84,0,0
TXN003003,34.6,21,2,Online,Online,Medium,3,109.34,0,0
TXN003004,117.66,21,6,Travel,Contactless,Medium,10,79.46,1,0
TXN003005,101.76,19,5,Online,Online,Low,4,63.51,0,0
TXN003006,214.65,6,3,Grocery,Online,Low,8,147.66,0,0
TXN003007,283.85,2,1,Grocery,ATM,Medium,4,124.59,0,0
TXN003008,1.47,4,3,Electronics,Online,Low,6,72.31,0,0
TXN003009,134.51,0,3,Grocery,ATM,Low,6,85.91,0,0
TXN003010,6.39,14,0,Grocery,Contactless,Low,3,56.12,0,0
TXN003011,95.52,2,0,Grocery,POS,Medium,5,162.69,0,0
TXN003012,40.7,7,4,Restaurant,Contactless,Medium,4,185.13,0,0
TXN003013,43.97,8,3,Grocery,POS,Medium,6,162.99,0,0
TXN003014,52.24,14,2,Grocery,Contactless,Low,5,15.92,0,0
TXN003015,116.52,9,0,Online,POS,Low,1,52.89,0,0
TXN003016,48.78,1,5,Grocery,Online,Low,2,130.74,1,1
TXN003017,158.33,19,0,Fuel,Contactless,Low,4,163.26,0,0
TXN003018,62.21,4,2,Restaurant,POS,Low,3,63.2,0,0
TXN003019,8.5,18,0,Online,Online,Low,8,85.82,0,0
TXN003020,183.76,12,6,Online,POS,Low,11,66.04,0,0
TXN003021,40.38,10,2,Fuel,POS,Medium,5,37.91,0,0
TXN003022,68.04,0,6,Online,Contactless,Low,4,75.71,0,1
TXN003023,138.79,21,6,Fuel,POS,Medium,4,82.85,0,0
TXN003024,48.5,14,1,Restaurant,ATM,Low,7,154.62,0,0
TXN003025,6.99,17,2,Electronics,POS,Low,4,115.24,0,0
TXN003026,56.19,15,1,Restaurant,ATM,Low,5,93.81,0,0
TXN003027,346.85,8,5,Fuel,ATM,Medium,4,156.07,0,0
TXN003028,123.18,0,4,Restaurant,Online,Low,11,136.16,0,0
TXN003029,133.58,10,4,Restaurant,Contactless,Low,7,83.89,1,0
TXN003030,120.05,8,6,Grocery,POS,Low,8,130.43,0,0
TXN003031,26.63,22,0,Electronics,ATM,Low,8,13.33,0,0
TXN003032,65.02,10,2,Travel,Online,Low,2,151.48,1,0
TXN003033,166.81,12,0,Grocery,POS,Low,3,111.44,0,0
TXN003034,12.83,1,2,Electronics,Online,Low,5,86.72,0,1
TXN003035,39.06,13,0,Restaurant,Online,Medium,2,88.78,0,0
TXN003036,38.81,5,4,Online,Online,Low,5,30.62,0,0
TXN003037,67.88,7,5,Grocery,POS,Low,4,85.1,0,0
TXN003038,471.68,17,4,Fuel,POS,Low,9,135.58,0,0
TXN003039,8.39,15,0,Grocery,POS,High,9,95.29,0,0
TXN003040,87.75,20,2,Electronics,POS,Medium,6,122.27,0,0
TXN003041,23.72,11,3,Grocery,POS,Low,5,93.67,0,0
TXN003042,423.52,10,5,Restaurant,Online,Low,6,138.32,0,0
TXN003043,14.43,5,2,Travel,Online,Low,7,25.3,0,0
TXN003044,62.02,2,0,Grocery,Contactless,Medium,11,22.64,0,0
TXN003045,160.68,13,2,Restaurant,Online,Medium,5,99.73,0,0
TXN003046,146.31,1,1,Fuel,POS,Medium,8,118.63,0,0
TXN003047,65.93,10,2,Electronics,POS,Low,3,95.31,0,0
TXN003048,51.05,21,4,Fuel,Online,Low,2,122.93,0,0
TXN003049,60.82,2,6,Electronics,ATM,Low,4,111.93,0,0
TXN003050,36.83,17,4,Grocery,Online,Low,5,10.0,0,0
TXN003051,27.58,0,1,Travel,Online,Low,4,114.14,0,0
TXN003052,79.17,23,5,Travel,POS,Low,4,10.0,0,0
TXN003053,37.52,0,2,Travel,Online,Low,2,71.41,0,0
TXN003054,40.67,11,5,Electronics,Online,Medium,5,111.99,0,0
TXN003055,128.32,14,3,Grocery,POS,Medium,11,99.34,0,0
TXN003056,415.07,4,2,Luxury,Online,Low,7,52.61,0,1
TXN003057,111.05,5,4,Electronics,POS,Medium,2,95.09,0,0
TXN003058,9.61,15,6,Travel,Online,Low,7,36.6,0,0
TXN003059,9.43,11,4,Luxury,Online,Low,6,78.88,0,0
TXN003060,362.95,11,5,Travel,Online,Low,6,150.34,0,0
TXN003061,42.34,2,0,Electronics,Online,Medium,11,136.99,0,0
TXN003062,11.59,22,4,Online,Online,Low,4,130.97,0,0
TXN003063,109.67,1,0,Restaurant,Contactless,Low,3,30.33,0,0
TXN003064,117.27,6,4,Restaurant,Online,Low,4,111.75,0,0
TXN003065,125.47,1,4,Restaurant,ATM,Low,1,79.88,0,0
TXN003066,37.34,20,6,Grocery,POS,Medium,6,149.22,0,0
TXN003067,1.83,6,3,Electronics,Online,High,4,91.5,1,1
TXN003068,402.34,10,0,Online,POS,Medium,3,204.36,0,0
TXN003069,34.66,10,0,Grocery,POS,Medium,7,140.59,0,0
TXN003070,135.25,13,4,Fuel,POS,Low,5,114.53,0,0
TXN003071,147.16,2,0,Fuel,Online,Low,4,126.78,0,0
TXN003072,113.0,13,4,Electronics,Online,Medium,3,90.64,0,0
TXN003073,45.03,10,4,Restaurant,Contactless,Low,0,87.72,0,0
TXN003074,37.95,3,5,Online,ATM,Low,4,79.91,0,0
TXN003075,109.26,16,2,Electronics,POS,Medium,4,32.87,0,0
TXN003076,241.28,15,0,Restaurant,Online,Low,2,89.52,1,0
TXN003077,351.89,2,6,Travel,Online,Low,5,133.16,0,0
TXN003078,13.43,9,1,Restaurant,ATM,Low,4,82.9,0,0
TXN003079,20.19,20,5,Grocery,Online,Medium,6,89.82,0,1
TXN003080,347.48,14,0,Restaurant,POS,Medium,4,112.79,0,0
TXN003081,160.06,7,6,Online,Online,Low,4,183.35,0,0
TXN003082,257.46,17,0,Electronics,Online,High,2,109.9,0,1
TXN003083,27.17,2,3,Restaurant,Contactless,Low,2,123.35,1,0
TXN003084,106.29,6,1,Online,POS,Low,5,95.44,0,0
TXN003085,144.93,9,1,Travel,Online,Low,2,12.9,0,0
TXN003086,136.77,19,6,Restaurant,Online,Low,6,163.97,0,0
TXN003087,62.94,8,3,Online,POS,Low,1,145.44,0,0
TXN003088,1.86,13,3,Grocery,ATM,Low,1,117.66,0,0
TXN003089,104.94,22,0,Travel,ATM,Low,2,112.1,1,0
TXN003090,35.02,13,2,Fuel,Online,Low,5,93.11,1,0
TXN003091,71.8,10,6,Electronics,POS,Low,5,142.36,0,0
TXN003092,379.22,0,3,Fuel,POS,Low,9,42.64,0,0
TXN003093,61.11,3,1,Grocery,POS,Low,2,120.93,0,0
TXN003094,219.76,5,6,Electronics,POS,Low,3,111.33,0,0
TXN003095,25.07,21,1,Grocery,Online,Low,3,122.84,0,0
TXN003096,133.94,21,0,Grocery,Online,Low,8,106.59,0,0
TXN003097,452.71,4,6,Electronics,Online,Low,6,136.75,0,0
TXN003098,12.9,2,2,Travel,Online,Low,5,126.72,0,0
TXN003099,1.0,1,4,Grocery,Online,Low,3,119.83,0,1
TXN003100,68.21,2,6,Fuel,Online,Medium,7,154.32,0,0
TXN003101,11.66,8,3,Travel,POS,Low,3,87.51,0,0
TXN003102,165.58,18,3,Grocery,Online,Low,4,129.87,0,0
TXN003103,295.18,18,0,Online,POS,Low,5,78.34,0,0
TXN003104,68.3,16,5,Online,ATM,Medium,1,81.21,0,0
TXN003105,35.92,17,5,Electronics,Contactless,High,3,132.18,1,0
TXN003106,68.38,10,2,Online,ATM,Low,3,102.06,0,0
TXN003107,154.24,11,1,Restaurant,Online,Low,1,140.3,0,0
TXN003108,1.09,2,1,Electronics,Online,Low,4,108.11,0,0
TXN003109,106.83,17,4,Restaurant,Online,Low,4,117.62,1,0
TXN003110,114.01,23,1,Restaurant,POS,Low,4,71.63,1,1
TXN003111,121.83,5,5,Restaurant,POS,High,4,101.29,0,0
TXN003112,33.25,6,5,Restaurant,Contactless,Medium,4,113.63,0,0
TXN003113,150.23,0,3,Electronics,POS,Low,5,105.08,0,0
TXN003114,11.5,5,4,Online,Online,Low,0,157.52,0,0
TXN003115,26.67,17,2,Online,Contactless,Low,5,110.05,0,0
TXN003116,251.93,12,4,Travel,Online,Low,0,141.09,0,0
TXN003117,161.06,21,6,Grocery,Online,Medium,8,75.56,0,0
TXN003118,1.66,18,2,Restaurant,ATM,Low,4,72.33,0,0
TXN003119,34.26,6,5,Restaurant,Online,Low,4,110.62,0,1
TXN003120,28.96,18,1,Online,Online,Low,1,96.75,0,0
TXN003121,37.9,8,0,Online,POS,Low,4,88.0,0,0
TXN003122,34.13,2,4,Online,Online,Low,2,192.87,0,1
TXN003123,7.75,22,4,Fuel,POS,Medium,6,135.32,0,0
TXN003124,73.71,11,3,Online,POS,Low,2,87.63,0,0
TXN003125,158.34,19,3,Grocery,Online,Low,7,89.2,0,0
TXN003126,111.99,23,5,Electronics,Online,High,5,24.0,0,0
TXN003127,134.09,17,2,Grocery,ATM,Medium,2,87.06,0,0
TXN003128,10.16,7,0,Online,POS,Low,7,60.77,0,0
TXN003129,363.12,8,6,Online,ATM,Low,3,96.87,0,0
TXN003130,218.78,12,3,Electronics,POS,Low,4,78.47,0,0
TXN003131,196.23,7,3,Electronics,Contactless,Low,6,91.2,1,0
TXN003132,207.78,21,1,Online,Online,Low,6,103.19,0,0
TXN003133,323.85,9,1,Restaurant,POS,Medium,3,77.44,0,0
TXN003134,94.3,16,5,Fuel,ATM,Low,5,98.71,0,0
TXN003135,26.82,6,5,Fuel,Contactless,Low,1,149.75,1,0
TXN003136,115.1,16,3,Restaurant,Contactless,Low,4,139.79,0,0
TXN003137,162.99,22,2,Online,POS,Low,7,103.49,0,0
TXN003138,160.69,17,6,Electronics,Online,High,4,159.11,0,0
TXN003139,88.44,23,0,Grocery,Online,Low,6,126.66,0,0
TXN003140,8.51,1,3,Grocery,Online,Low,7,59.03,0,0
TXN003141,55.66,2,2,Grocery,Online,Low,6,131.66,0,0
TXN003142,304.24,18,2,Restaurant,Online,Low,3,106.86,0,0
TXN003143,105.38,0,3,Online,Contactless,Low,8,143.91,0,1
TXN003144,92.75,20,2,Restaurant,Contactless,Low,7,23.25,1,0
TXN003145,37.58,20,4,Online,ATM,Low,2,240.8,1,0
TXN003146,55.15,9,2,Online,Online,Low,7,60.32,1,0
TXN003147,270.85,20,3,Fuel,Online,Low,5,112.77,0,0
TXN003148,131.76,13,2,Fuel,POS,Low,6,44.48,0,0
TXN003149,185.79,12,6,Restaurant,Online,Medium,0,71.82,0,0
TXN003150,72.69,8,3,Grocery,Online,Low,7,131.23,0,0
TXN003151,119.39,5,1,Restaurant,POS,Low,3,84.2,0,0
TXN003152,34.26,5,3,Fuel,ATM,Low,5,51.9,0,0
